no,categoria,producto,unidad_medida,gramos_hogar_dia,precio_promedio_simple_por_unidad_medida,costo_diario_hogar_4_77_personas
1,CEREALES,ARROZ,460 gms,161,5.55,1.94
2,CEREALES,AVENA DE TODA CLASE,460 gms,49,12.60,1.34
3,CEREALES,PAN FRANCÉS,460 gms,173,7.23,2.72
4,CEREALES,PAN DULCE,460 gms,216,6.80,3.19
5,CEREALES,PASTAS DE TODOS LOS TIPOS,230 gms,62,4.64,1.25
6,CEREALES,TORTILLAS DE MAÍZ,460 gms,"1,804",3.42,13.41
7,CARNES,CARNE DE RES SIN HUESO,460 gms,102,27.18,6.03
8,CARNES,CARNE DE RES CON HUESO,460 gms,101,15.62,3.43
9,CARNES,CARNE DE CERDO SIN HUESO,460 gms,89,20.38,3.94
10,CARNES,CARNE DE POLLO O GALLINA,460 gms,153,11.83,3.93
11,CARNES,EMBUTIDOS,460 gms,61,13.05,1.73
12,LÁCTEOS,LECHE EN POLVO,460 gms,29,37.10,2.34
13,LÁCTEOS,LECHE LIQUIDA,1000 ml,251,12.01,3.01
14,LÁCTEOS,QUESO FRESCO O DURO,460 gms,31,22.46,1.51
15,LÁCTEOS,CREMA FRESCA,250 ml,45,9.71,1.75
16,HUEVOS,HUEVOS DE GALLINA,648 gms,132,12.22,2.49
17,GRASAS Y ACEITES,ACEITES COMESTIBLES,750 ml,125,13.27,2.21
18,FRUTAS,AGUACATES,460 gms,104,7.97,1.80
19,FRUTAS,BANANOS/GUINEOS,460 gms,262,2.40,1.37
20,FRUTAS,PLÁTANOS,460 gms,207,2.75,1.24
21,FRUTAS,PIÑAS,460 gms,186,2.61,1.06
22,FRUTAS,SANDIAS,460 gms,214,2.01,0.94
23,VERDURAS/ HORTALIZAS,TOMATE,460 gms,162,5.24,1.85
24,VERDURAS/ HORTALIZAS,GÜISQUIL,460 gms,409,2.52,2.24
25,VERDURAS/ HORTALIZAS,CEBOLLA BLANCA SIN TALLO,460 gms,94,5.45,1.11
26,VERDURAS/ HORTALIZAS,PAPAS,460 gms,144,3.94,1.23
27,VERDURAS/ HORTALIZAS,HIERBAS,460 gms,110,3.98,0.95
28,LEGUMINOSAS,FRIJÓL,460 gms,277,7.66,4.61
29,AZÚCAR,AZÚCAR,460 gms,409,3.20,2.85
30,MISCELÁNEA,PREPARACION NUTRICIONAL A BASE DE MAÍZ Y SOYA,460 gms,53,9.13,1.05
31,MISCELÁNEA,SAL,115 gms,45,0.40,0.16
32,MISCELÁNEA,SOPAS INSTANTÁNEAS EN VASO,230 gms,13,14.28,0.81
33,MISCELÁNEA,"CAFÉ EN GRANO, MOLIDO, INSTANTANEO",460 gms,42,42.89,3.92
34,MISCELÁNEA,AGUAS GASEOSAS,1000 ml,248,10.10,2.50
