no,categoria,producto,unidad_medida,gramos_hogar_dia,precio_promedio_simple_por_unidad_medida,costo_diario_hogar_4_77_personas
1,Cereales,Arroz,460 gms,169,6.76,2.48
2,Cereales,Avena de toda clase,460 gms,51,14.14,1.58
3,Cereales,Pan francés,460 gms,184,9.84,3.93
4,Cereales,Pan dulce,460 gms,226,9.0,4.43
5,Cereales,Pastas de todos los tipos,230 gms,65,5.53,1.56
6,Cereales,Tortillas de maíz,460 gms,1861,5.04,20.39
7,Carnes,Carne de res sin hueso,460 gms,107,32.17,7.48
8,Carnes,Carne de res con hueso,460 gms,105,19.64,4.5
9,Carnes,Carne de cerdo sin hueso,460 gms,93,23.39,4.74
10,Carnes,Carne de pollo o gallina,460 gms,159,14.68,5.06
11,Carnes,Embutidos,460 gms,64,15.02,2.09
12,Lácteos,Leche en polvo,460 gms,32,44.79,3.08
13,Lácteos,Leche líquida,1000 ml,266,14.67,3.91
14,Lácteos,Queso fresco o duro,460 gms,32,28.24,1.99
15,Lácteos,Crema fresca,250 ml,47,11.42,2.15
16,Huevos,Huevos de gallina,648 gms,138,16.74,3.56
17,Grasas y aceites,Aceites comestibles,750 ml,129,19.61,3.36
18,Frutas,Aguacates,460 gms,106,10.96,2.53
19,Frutas,Bananos/guineos,460 gms,268,2.77,1.61
20,Frutas,Plátanos,460 gms,214,4.1,1.91
21,Frutas,Piñas,460 gms,191,2.89,1.2
22,Frutas,Sandias,460 gms,222,2.69,1.3
23,Verduras/hortalizas,Tomate,460 gms,170,5.42,2.0
24,Verduras/hortalizas,Güisquil,460 gms,429,3.31,3.08
25,Verduras/hortalizas,Cebolla blanca sin tallo,460 gms,98,4.89,1.05
26,Verduras/hortalizas,Papas,460 gms,151,5.5,1.8
27,Verduras/hortalizas,Hierbas,460 gms,115,5.47,1.37
28,Leguminosas,Frijol,460 gms,286,9.54,5.93
29,Azúcar,Azúcar,460 gms,429,3.88,3.61
30,Miscelánea,Preparación nutricional a base de maíz y soya,460 gms,57,11.23,1.39
31,Miscelánea,Sal,115 gms,45,0.36,0.14
32,Miscelánea,Sopas instantáneas en vaso,230 gms,15,16.57,1.05
33,Miscelánea,"Café en grano, molido, instantáneo",460 gms,43,45.71,4.28
34,Miscelánea,Aguas gaseosas,1000 ml,260,11.19,2.91
