no,categoria,producto,unidad_medida,gramos_hogar_dia,precio_promedio_simple_por_unidad_medida,costo_diario_hogar_4_77_personas
1,CEREALES,ARROZ,460 gms,169,5.59,2.05
2,CEREALES,AVENA DE TODA CLASE,460 gms,51,12.67,1.41
3,CEREALES,PAN FRANCÉS,460 gms,184,7.18,2.87
4,CEREALES,PAN DULCE,460 gms,226,6.75,3.32
5,CEREALES,PASTAS DE TODOS LOS TIPOS,230 gms,65,4.57,1.29
6,CEREALES,TORTILLAS DE MAÍZ,460 gms,1861,3.53,14.28
7,CARNES,CARNE DE RES SIN HUESO,460 gms,107,27.33,6.35
8,CARNES,CARNE DE RES CON HUESO,460 gms,105,15.78,3.61
9,CARNES,CARNE DE CERDO SIN HUESO,460 gms,93,20.66,4.19
10,CARNES,CARNE DE POLLO O GALLINA,460 gms,159,12.26,4.23
11,CARNES,EMBUTIDOS,460 gms,64,12.89,1.79
12,LÁCTEOS,LECHE EN POLVO,460 gms,32,36.58,2.51
13,LÁCTEOS,LECHE LIQUIDA,1000 ml,266,12.03,3.2
14,LÁCTEOS,QUESO FRESCO O DURO,460 gms,32,24.09,1.7
15,LÁCTEOS,CREMA FRESCA,250 ml,47,9.89,1.87
16,HUEVOS,HUEVOS DE GALLINA,648 gms,138,12.63,2.68
17,GRASAS Y ACEITES,ACEITES COMESTIBLES,750 ml,129,13.63,2.34
18,FRUTAS,AGUACATES,460 gms,106,7.59,1.75
19,FRUTAS,BANANOS/GUINEOS,460 gms,268,2.54,1.48
20,FRUTAS,PLÁTANOS,460 gms,214,2.73,1.27
21,FRUTAS,PIÑAS,460 gms,191,2.41,1.0
22,FRUTAS,SANDIAS,460 gms,222,1.84,0.89
23,VERDURAS/HORTALIZAS,TOMATE,460 gms,170,4.86,1.79
24,VERDURAS/HORTALIZAS,GÜISQUIL,460 gms,429,2.48,2.31
25,VERDURAS/HORTALIZAS,CEBOLLA BLANCA SIN TALLO,460 gms,98,3.76,0.81
26,VERDURAS/HORTALIZAS,PAPAS,460 gms,151,3.99,1.31
27,VERDURAS/HORTALIZAS,HIERBAS,460 gms,115,4.41,1.11
28,LEGUMINOSAS,FRIJÓL,460 gms,286,7.29,4.53
29,AZÚCAR,AZÚCAR,460 gms,429,3.31,3.08
30,MISCELÁNEA,PREPARACION NUTRICIONAL A BASE DE MAÍZ Y SOYA,460 gms,57,9.15,1.13
31,MISCELÁNEA,SAL,115 gms,45,0.34,0.13
32,MISCELÁNEA,SOPAS INSTANTÁNEAS EN VASO,230 gms,15,14.25,0.9
33,MISCELÁNEA,"CAFÉ EN GRANO, MOLIDO, INSTANTANEO",460 gms,43,42.0,3.93
34,MISCELÁNEA,AGUAS GASEOSAS,1000 ml,260,10.1,2.63
