no,categoria,producto,unidad_medida,gramos_hogar_dia,precio_promedio_simple_por_unidad_medida,costo_diario_hogar_4_77_personas
1,Cereales,Arroz,460 gms,169,6.73,2.47
2,Cereales,Avena de toda clase,460 gms,51,13.98,1.56
3,Cereales,Pan francés,460 gms,184,9.7,3.88
4,Cereales,Pan dulce,460 gms,226,9.07,4.46
5,Cereales,Pastas de todos los tipos,230 gms,65,5.52,1.56
6,Cereales,Tortillas de maíz,460 gms,1861,4.97,20.11
7,Carnes,Carne de res sin hueso,460 gms,107,32.13,7.47
8,Carnes,Carne de res con hueso,460 gms,105,19.68,4.51
9,Carnes,Carne de cerdo sin hueso,460 gms,93,23.45,4.76
10,Carnes,Carne de pollo o gallina,460 gms,159,14.47,4.99
11,Carnes,Embutidos,460 gms,64,15.14,2.1
12,Lácteos,Leche en polvo,460 gms,32,44.19,3.04
13,Lácteos,Leche líquida,1000 ml,266,14.12,3.76
14,Lácteos,Queso fresco o duro,460 gms,32,28.39,2.0
15,Lácteos,Crema fresca,250 ml,47,11.41,2.15
16,Huevos,Huevos de gallina,648 gms,138,17.05,3.62
17,Grasas y aceites,Aceites comestibles,750 ml,129,19.59,3.36
18,Frutas,Aguacates,460 gms,106,10.4,2.4
19,Frutas,Bananos/guineos,460 gms,268,2.76,1.61
20,Frutas,Plátanos,460 gms,214,4.15,1.93
21,Frutas,Piñas,460 gms,191,2.88,1.2
22,Frutas,Sandias,460 gms,222,2.35,1.13
23,Verduras/hortalizas,Tomate,460 gms,170,5.96,2.2
24,Verduras/hortalizas,Güisquil,460 gms,429,3.08,2.87
25,Verduras/hortalizas,Cebolla blanca sin tallo,460 gms,98,4.31,0.92
26,Verduras/hortalizas,Papas,460 gms,151,5.71,1.87
27,Verduras/hortalizas,Hierbas,460 gms,115,5.56,1.39
28,Leguminosas,Frijol,460 gms,286,9.14,5.68
29,Azúcar,Azúcar,460 gms,429,3.85,3.59
30,Miscelánea,Preparación nutricional a base de maíz y soya,460 gms,57,11.11,1.38
31,Miscelánea,Sal,115 gms,45,0.37,0.14
32,Miscelánea,Sopas instantáneas en vaso,230 gms,15,16.4,1.04
33,Miscelánea,"Café en grano, molido, instantáneo",460 gms,43,45.62,4.27
34,Miscelánea,Aguas gaseosas,1000 ml,260,10.99,2.86
