no,categoria,producto,unidad_medida,gramos_hogar_dia,precio_promedio_simple_por_unidad_medida,costo_diario_hogar_4_77_personas
1,CEREALES,ARROZ,460 gms,161,5.06,1.77
2,CEREALES,AVENA DE TODA CLASE,460 gms,49,12.48,1.33
3,CEREALES,PAN FRANCÉS,460 gms,173,7.19,2.70
4,CEREALES,PAN DULCE,460 gms,216,6.74,3.16
5,CEREALES,FIDEOS,230 gms,62,4.40,1.19
6,CEREALES,TORTILLAS DE MAÍZ,460 gms,"1,804",3.68,14.43
7,CARNES,CARNE DE RES SIN HUESO,460 gms,102,27.55,6.11
8,CARNES,CARNE DE RES CON HUESO,460 gms,101,16.92,3.72
9,CARNES,CARNE DE CERDO SIN HUESO,460 gms,89,20.14,3.90
10,CARNES,CARNE DE POLLO O GALLINA,460 gms,153,12.34,4.10
11,CARNES,EMBUTIDOS,460 gms,61,12.71,1.69
12,LÁCTEOS,LECHE EN POLVO,460 gms,29,36.18,2.28
13,LÁCTEOS,LECHE LIQUIDA,1000 ml,251,11.75,2.95
14,LÁCTEOS,QUESO FRESCO O DURO,460 gms,31,23.35,1.57
15,LÁCTEOS,CREMA FRESCA,250 ml,45,9.90,1.78
16,HUEVOS,HUEVOS DE GALLINA,648 gms,132,12.46,2.54
17,GRASAS Y ACEITES,ACEITES COMESTIBLES,750 ml,125,12.87,2.15
18,FRUTAS,AGUACATES,460 gms,104,8.54,1.93
19,FRUTAS,BANANOS/GUINEOS,460 gms,262,2.41,1.37
20,FRUTAS,PLÁTANOS,460 gms,207,2.92,1.31
21,FRUTAS,PIÑAS,460 gms,186,2.64,1.07
22,FRUTAS,SANDIAS,460 gms,214,2.08,0.97
23,VERDURAS/HORTALIZAS,TOMATE,460 gms,162,4.74,1.67
24,VERDURAS/HORTALIZAS,GÜISQUIL,460 gms,409,2.42,2.15
25,VERDURAS/HORTALIZAS,CEBOLLA BLANCA SIN TALLO,460 gms,94,5.05,1.03
26,VERDURAS/HORTALIZAS,PAPAS,460 gms,144,3.55,1.11
27,VERDURAS/HORTALIZAS,HIERBAS,460 gms,110,3.90,0.93
28,LEGUMINOSAS,FRIJÓL,460 gms,277,6.68,4.02
29,AZÚCAR,AZÚCAR,460 gms,409,3.17,2.82
30,MISCELÁNEA,INCAPARINA,460 gms,53,8.94,1.03
31,MISCELÁNEA,SAL,115 gms,45,0.39,0.15
32,MISCELÁNEA,SOPAS INSTANTÁNEAS EN VASO,230 gms,13,13.49,0.76
33,MISCELÁNEA,"CAFÉ EN GRANO, MOLIDO, INSTANTANEO",460 gms,42,43.07,3.93
34,MISCELÁNEA,AGUAS GASEOSAS,1000 ml,248,9.46,2.35
