no,categoria,producto,unidad_medida,gramos_hogar_dia,precio_promedio_simple_por_unidad_medida,costo_diario_hogar_4_77_personas
1,CEREALES,ARROZ,460 gms,161,5.08,1.78
2,CEREALES,AVENA DE TODA CLASE,460 gms,49,12.58,1.34
3,CEREALES,PAN FRANCÉS,460 gms,173,7.53,2.83
4,CEREALES,PAN DULCE,460 gms,216,6.79,3.19
5,CEREALES,FIDEOS,230 gms,62,4.36,1.18
6,CEREALES,TORTILLAS DE MAÍZ,460 gms,"1,804",3.57,14.00
7,CARNES,CARNE DE RES SIN HUESO,460 gms,102,27.43,6.08
8,CARNES,CARNE DE RES CON HUESO,460 gms,101,16.37,3.59
9,CARNES,CARNE DE CERDO SIN HUESO,460 gms,89,20.15,3.90
10,CARNES,CARNE DE POLLO O GALLINA,460 gms,153,12.38,4.12
11,CARNES,EMBUTIDOS,460 gms,61,12.63,1.67
12,LÁCTEOS,LECHE EN POLVO,460 gms,29,36.10,2.28
13,LÁCTEOS,LECHE LIQUIDA,1000 ml,251,11.71,2.94
14,LÁCTEOS,QUESO FRESCO O DURO,460 gms,31,22.72,1.53
15,LÁCTEOS,CREMA FRESCA,250 ml,45,9.91,1.78
16,HUEVOS,HUEVOS DE GALLINA,648 gms,132,13.43,2.74
17,GRASAS Y ACEITES,ACEITES COMESTIBLES,750 ml,125,12.98,2.16
18,FRUTAS,AGUACATES,460 gms,104,8.01,1.81
19,FRUTAS,BANANOS/GUINEOS,460 gms,262,2.48,1.41
20,FRUTAS,PLÁTANOS,460 gms,207,2.98,1.34
21,FRUTAS,PIÑAS,460 gms,186,2.64,1.07
22,FRUTAS,SANDIAS,460 gms,214,2.02,0.94
23,VERDURAS/ HORTALIZAS,TOMATE,460 gms,162,5.35,1.88
24,VERDURAS/ HORTALIZAS,GÜISQUIL,460 gms,409,2.40,2.13
25,VERDURAS/ HORTALIZAS,CEBOLLA BLANCA SIN TALLO,460 gms,94,4.94,1.01
26,VERDURAS/ HORTALIZAS,PAPAS,460 gms,144,3.65,1.14
27,VERDURAS/ HORTALIZAS,HIERBAS,460 gms,110,4.11,0.98
28,LEGUMINOSAS,FRIJÓL,460 gms,277,6.55,3.94
29,AZÚCAR,AZÚCAR,460 gms,409,3.17,2.82
30,MISCELÁNEA,INCAPARINA,460 gms,53,8.90,1.03
31,MISCELÁNEA,SAL,115 gms,45,0.39,0.15
32,MISCELÁNEA,SOPAS INSTANTÁNEAS EN VASO,230 gms,13,13.38,0.76
33,MISCELÁNEA,"CAFÉ EN GRANO, MOLIDO, INSTANTANEO",460 gms,42,42.90,3.92
34,MISCELÁNEA,AGUAS GASEOSAS,1000 ml,248,9.53,2.36
