no,categoria,producto,unidad_medida,gramos_hogar_dia,precio_promedio_simple_por_unidad_medida,costo_diario_hogar_4_77_personas
1,Cereales,Arroz,460 gms,169,5.76,2.11
2,Cereales,Avena de toda clase,460 gms,51,13.13,1.47
3,Cereales,Pan francés,460 gms,184,7.47,2.99
4,Cereales,Pan dulce,460 gms,226,7.06,3.47
5,Cereales,Pastas de todos los tipos,230 gms,65,4.69,1.32
6,Cereales,Tortillas de maíz,460 gms,1861,3.6,14.56
7,Carnes,Carne de res sin hueso,460 gms,107,28.28,6.57
8,Carnes,Carne de res con hueso,460 gms,105,16.66,3.82
9,Carnes,Carne de cerdo sin hueso,460 gms,93,21.04,4.27
10,Carnes,Carne de pollo o gallina,460 gms,159,12.85,4.43
11,Carnes,Embutidos,460 gms,64,12.93,1.8
12,Lácteos,Leche en polvo,460 gms,32,37.03,2.55
13,Lácteos,Leche líquida,1000 ml,266,12.13,3.23
14,Lácteos,Queso fresco o duro,460 gms,32,24.29,1.71
15,Lácteos,Crema fresca,250 ml,47,10.04,1.89
16,Huevos,Huevos de gallina,648 gms,138,13.56,2.88
17,Grasas y aceites,Aceites comestibles,750 ml,129,16.35,2.8
18,Frutas,Aguacates,460 gms,106,8.39,1.94
19,Frutas,Bananos/guineos,460 gms,268,2.58,1.5
20,Frutas,Plátanos,460 gms,214,2.79,1.3
21,Frutas,Piñas,460 gms,191,2.52,1.05
22,Frutas,Sandias,460 gms,222,2.06,0.99
23,Verduras/hortalizas,Tomate,460 gms,170,5.98,2.21
24,Verduras/hortalizas,Güisquil,460 gms,429,2.49,2.32
25,Verduras/hortalizas,Cebolla blanca sin tallo,460 gms,98,5.06,1.08
26,Verduras/hortalizas,Papas,460 gms,151,4.03,1.32
27,Verduras/hortalizas,Hierbas,460 gms,115,4.59,1.15
28,Leguminosas,Fríjol,460 gms,286,7.62,4.74
29,Azúcar,Azúcar,460 gms,429,3.32,3.09
30,Miscelánea,Preparación nutricional a base de maíz y soya,460 gms,57,9.54,1.18
31,Miscelánea,Sal,115 gms,45,0.33,0.13
32,Miscelánea,Sopas instantáneas en vaso,230 gms,15,14.51,0.92
33,Miscelánea,"Café en grano, molido, instantáneo",460 gms,43,41.32,3.87
34,Miscelánea,Aguas gaseosas,1000 ml,260,10.28,2.67
