no,categoria,producto,unidad_medida,gramos_hogar_dia,precio_promedio_simple_por_unidad_medida,costo_diario_hogar_4_77_personas
1,CEREALES,ARROZ,460 gms,169,5.59,2.05
2,CEREALES,AVENA DE TODA CLASE,460 gms,51,12.69,1.42
3,CEREALES,PAN FRANCÉS,460 gms,184,7.25,2.9
4,CEREALES,PAN DULCE,460 gms,226,6.85,3.37
5,CEREALES,PASTAS DE TODOS LOS TIPOS,230 gms,65,4.66,1.32
6,CEREALES,TORTILLAS DE MAÍZ,460 gms,1861,3.54,14.32
7,CARNES,CARNE DE RES SIN HUESO,460 gms,107,27.41,6.37
8,CARNES,CARNE DE RES CON HUESO,460 gms,105,15.85,3.63
9,CARNES,CARNE DE CERDO SIN HUESO,460 gms,93,20.76,4.21
10,CARNES,CARNE DE POLLO O GALLINA,460 gms,159,12.37,4.26
11,CARNES,EMBUTIDOS,460 gms,64,12.86,1.79
12,LÁCTEOS,LECHE EN POLVO,460 gms,32,36.48,2.51
13,LÁCTEOS,LECHE LIQUIDA,1000 ml,266,12.02,3.2
14,LÁCTEOS,QUESO FRESCO O DURO,460 gms,32,23.75,1.68
15,LÁCTEOS,CREMA FRESCA,250 ml,47,9.81,1.85
16,HUEVOS,HUEVOS DE GALLINA,648 gms,138,12.97,2.76
17,GRASAS Y ACEITES,ACEITES COMESTIBLES,750 ml,129,13.96,2.39
18,FRUTAS,AGUACATES,460 gms,106,8.33,1.92
19,FRUTAS,BANANOS/GUINEOS,460 gms,268,2.56,1.49
20,FRUTAS,PLÁTANOS,460 gms,214,2.79,1.3
21,FRUTAS,PIÑAS,460 gms,191,2.39,0.99
22,FRUTAS,SANDIAS,460 gms,222,1.8,0.87
23,VERDURAS/HORTALIZAS,TOMATE,460 gms,170,4.7,1.73
24,VERDURAS/HORTALIZAS,GÜISQUIL,460 gms,429,2.56,2.38
25,VERDURAS/HORTALIZAS,CEBOLLA BLANCA SIN TALLO,460 gms,98,3.68,0.79
26,VERDURAS/HORTALIZAS,PAPAS,460 gms,151,4.06,1.33
27,VERDURAS/HORTALIZAS,HIERBAS,460 gms,115,4.27,1.07
28,LEGUMINOSAS,FRIJÓL,460 gms,286,7.29,4.53
29,AZÚCAR,AZÚCAR,460 gms,429,3.3,3.07
30,MISCELÁNEA,PREPARACION NUTRICIONAL A BASE DE MAÍZ Y SOYA,460 gms,57,9.17,1.13
31,MISCELÁNEA,SAL,115 gms,45,0.33,0.13
32,MISCELÁNEA,SOPAS INSTANTÁNEAS EN VASO,230 gms,15,14.46,0.92
33,MISCELÁNEA,"CAFÉ EN GRANO, MOLIDO, INSTANTANEO",460 gms,43,41.3,3.87
34,MISCELÁNEA,AGUAS GASEOSAS,1000 ml,260,10.15,2.64
