no,categoria,producto,unidad_medida,gramos_hogar_dia,precio_promedio_simple_por_unidad_medida,costo_diario_hogar_4_77_personas
1,CEREALES,ARROZ,460 gms,161,4.97,1.74
2,CEREALES,AVENA DE TODA CLASE,460 gms,49,12.21,1.30
3,CEREALES,PAN FRANCÉS,460 gms,173,7.14,2.69
4,CEREALES,PAN DULCE,460 gms,216,6.69,3.14
5,CEREALES,FIDEOS,230 gms,62,4.39,1.18
6,CEREALES,TORTILLAS DE MAÍZ,460 gms,"1,804",3.70,14.51
7,CARNES,CARNE DE RES SIN HUESO,460 gms,102,27.96,6.20
8,CARNES,CARNE DE RES CON HUESO,460 gms,101,16.45,3.61
9,CARNES,CARNE DE CERDO SIN HUESO,460 gms,89,20.38,3.94
10,CARNES,CARNE DE POLLO O GALLINA,460 gms,153,12.43,4.13
11,CARNES,EMBUTIDOS,460 gms,61,12.86,1.71
12,LÁCTEOS,LECHE EN POLVO,460 gms,29,35.80,2.26
13,LÁCTEOS,LECHE LIQUIDA,1000 ml,251,11.64,2.92
14,LÁCTEOS,QUESO FRESCO O DURO,460 gms,31,24.39,1.64
15,LÁCTEOS,CREMA FRESCA,250 ml,45,9.92,1.79
16,HUEVOS,HUEVOS DE GALLINA,648 gms,132,12.45,2.54
17,GRASAS Y ACEITES,ACEITES COMESTIBLES,750 ml,125,12.86,2.14
18,FRUTAS,AGUACATES,460 gms,104,8.07,1.82
19,FRUTAS,BANANOS/GUINEOS,460 gms,262,2.47,1.41
20,FRUTAS,PLÁTANOS,460 gms,207,2.85,1.28
21,FRUTAS,PIÑAS,460 gms,186,2.54,1.03
22,FRUTAS,SANDIAS,460 gms,214,2.07,0.96
23,VERDURAS/ HORTALIZAS,TOMATE,460 gms,162,5.36,1.89
24,VERDURAS/ HORTALIZAS,GÜISQUIL,460 gms,409,2.14,1.90
25,VERDURAS/ HORTALIZAS,CEBOLLA BLANCA SIN TALLO,460 gms,94,5.01,1.02
26,VERDURAS/ HORTALIZAS,PAPAS,460 gms,144,3.23,1.01
27,VERDURAS/ HORTALIZAS,HIERBAS,460 gms,110,4.24,1.01
28,LEGUMINOSAS,FRIJÓL,460 gms,277,6.50,3.91
29,AZÚCAR,AZÚCAR,460 gms,409,3.16,2.81
30,MISCELÁNEA,INCAPARINA,460 gms,53,8.95,1.03
31,MISCELÁNEA,SAL,115 gms,45,0.38,0.15
32,MISCELÁNEA,SOPAS INSTANTÁNEAS EN VASO,230 gms,13,13.65,0.77
33,MISCELÁNEA,"CAFÉ EN GRANO, MOLIDO, INSTANTANEO",460 gms,42,41.26,3.77
34,MISCELÁNEA,AGUAS GASEOSAS,1000 ml,248,9.24,2.29
