no,categoria,producto,unidad_medida,gramos_hogar_dia,precio_promedio_simple_por_unidad_medida,costo_diario_hogar_4_77_personas
1,CEREALES,ARROZ,460 gms,161,4.96,1.74
2,CEREALES,AVENA DE TODA CLASE,460 gms,49,12.23,1.30
3,CEREALES,PAN FRANCÉS,460 gms,173,7.22,2.72
4,CEREALES,PAN DULCE,460 gms,216,6.66,3.13
5,CEREALES,FIDEOS,230 gms,62,4.46,1.20
6,CEREALES,TORTILLAS DE MAÍZ,460 gms,"1,804",3.65,14.31
7,CARNES,CARNE DE RES SIN HUESO,460 gms,102,28.15,6.24
8,CARNES,CARNE DE RES CON HUESO,460 gms,101,16.73,3.67
9,CARNES,CARNE DE CERDO SIN HUESO,460 gms,89,20.23,3.91
10,CARNES,CARNE DE POLLO O GALLINA,460 gms,153,12.51,4.16
11,CARNES,EMBUTIDOS,460 gms,61,12.92,1.71
12,LÁCTEOS,LECHE EN POLVO,460 gms,29,35.53,2.24
13,LÁCTEOS,LECHE LIQUIDA,1000 ml,251,11.45,2.87
14,LÁCTEOS,QUESO FRESCO O DURO,460 gms,31,23.70,1.60
15,LÁCTEOS,CREMA FRESCA,250 ml,45,9.79,1.76
16,HUEVOS,HUEVOS DE GALLINA,648 gms,132,12.35,2.52
17,GRASAS Y ACEITES,ACEITES COMESTIBLES,750 ml,125,12.98,2.16
18,FRUTAS,AGUACATES,460 gms,104,8.72,1.97
19,FRUTAS,BANANOS/GUINEOS,460 gms,262,2.43,1.38
20,FRUTAS,PLÁTANOS,460 gms,207,2.58,1.16
21,FRUTAS,PIÑAS,460 gms,186,2.67,1.08
22,FRUTAS,SANDIAS,460 gms,214,2.09,0.97
23,VERDURAS/HORTALIZAS,TOMATE,460 gms,162,4.29,1.51
24,VERDURAS/HORTALIZAS,GÜISQUIL,460 gms,409,2.34,2.08
25,VERDURAS/HORTALIZAS,CEBOLLA BLANCA SIN TALLO,460 gms,94,4.09,0.84
26,VERDURAS/HORTALIZAS,PAPAS,460 gms,144,3.28,1.03
27,VERDURAS/HORTALIZAS,HIERBAS,460 gms,110,3.54,0.85
28,LEGUMINOSAS,FRIJÓL,460 gms,277,6.55,3.94
29,AZÚCAR,AZÚCAR,460 gms,409,3.16,2.81
30,MISCELÁNEA,INCAPARINA,460 gms,53,9.00,1.04
31,MISCELÁNEA,SAL,115 gms,45,0.36,0.14
32,MISCELÁNEA,SOPAS INSTANTÁNEAS EN VASO,230 gms,13,13.44,0.76
33,MISCELÁNEA,"CAFÉ EN GRANO, MOLIDO, INSTANTANEO",460 gms,42,42.36,3.87
34,MISCELÁNEA,AGUAS GASEOSAS,1000 ml,248,9.33,2.31
