no,categoria,producto,unidad_medida,gramos_hogar_dia,precio_promedio_simple_por_unidad_medida,costo_diario_hogar_4_77_personas
1,CEREALES,ARROZ,460 gms,161,5.01,1.75
2,CEREALES,AVENA DE TODA CLASE,460 gms,49,12.34,1.31
3,CEREALES,PAN FRANCÉS,460 gms,173,7.29,2.74
4,CEREALES,PAN DULCE,460 gms,216,6.49,3.05
5,CEREALES,FIDEOS,230 gms,62,4.35,1.17
6,CEREALES,TORTILLAS DE MAÍZ,460 gms,1804,3.49,13.69
7,CARNES,CARNE DE RES SIN HUESO,460 gms,102,27.86,6.18
8,CARNES,CARNE DE RES CON HUESO,460 gms,101,16.32,3.58
9,CARNES,CARNE DE CERDO SIN HUESO,460 gms,89,20.15,3.90
10,CARNES,CARNE DE POLLO O GALLINA,460 gms,153,12.42,4.13
11,CARNES,EMBUTIDOS,460 gms,61,12.90,1.71
12,LÁCTEOS,LECHE EN POLVO,460 gms,29,35.85,2.26
13,LÁCTEOS,LECHE LIQUIDA,1000 ml,251,11.53,2.89
14,LÁCTEOS,QUESO FRESCO O DURO,460 gms,31,23.91,1.61
15,LÁCTEOS,CREMA FRESCA,250 ml,45,9.88,1.78
16,HUEVOS,HUEVOS DE GALLINA,648 gms,132,12.42,2.53
17,GRASAS Y ACEITES,ACEITES COMESTIBLES,750 ml,125,12.84,2.14
18,FRUTAS,AGUACATES,460 gms,104,8.07,1.82
19,FRUTAS,BANANOS/GUINEOS,460 gms,262,2.33,1.33
20,FRUTAS,PLÁTANOS,460 gms,207,2.72,1.22
21,FRUTAS,PIÑAS,460 gms,186,2.51,1.01
22,FRUTAS,SANDIAS,460 gms,214,1.83,0.85
23,VERDURAS/HORTALIZAS,TOMATE,460 gms,162,4.90,1.73
24,VERDURAS/HORTALIZAS,GÜISQUIL,460 gms,409,2.41,2.14
25,VERDURAS/HORTALIZAS,CEBOLLA BLANCA SIN TALLO,460 gms,94,6.15,1.26
26,VERDURAS/HORTALIZAS,PAPAS,460 gms,144,4.12,1.29
27,VERDURAS/HORTALIZAS,HIERBAS,460 gms,110,4.07,0.97
28,LEGUMINOSAS,FRIJÓL,460 gms,277,6.51,3.92
29,AZÚCAR,AZÚCAR,460 gms,409,3.15,2.80
30,MISCELÁNEA,INCAPARINA,460 gms,53,8.85,1.02
31,MISCELÁNEA,SAL,115 gms,45,0.39,0.15
32,MISCELÁNEA,SOPAS INSTANTÁNEAS EN VASO,230 gms,13,13.67,0.77
33,MISCELÁNEA,"CAFÉ EN GRANO, MOLIDO, INSTANTANEO",460 gms,42,40.98,3.74
34,MISCELÁNEA,AGUAS GASEOSAS,1000 ml,248,9.45,2.34
