no,categoria,producto,unidad_medida,gramos_hogar_dia,precio_promedio_simple_por_unidad_medida,costo_diario_hogar_4_77_personas
1,CEREALES,ARROZ,460 gms,161,5.06,1.77
2,CEREALES,AVENA DE TODA CLASE,460 gms,49,12.54,1.34
3,CEREALES,PAN FRANCÉS,460 gms,173,7.29,2.74
4,CEREALES,PAN DULCE,460 gms,216,6.72,3.16
5,CEREALES,FIDEOS,230 gms,62,4.37,1.18
6,CEREALES,TORTILLAS DE MAÍZ,460 gms,1804,3.62,14.2
7,CARNES,CARNE DE RES SIN HUESO,460 gms,102,27.42,6.08
8,CARNES,CARNE DE RES CON HUESO,460 gms,101,16.85,3.7
9,CARNES,CARNE DE CERDO SIN HUESO,460 gms,89,20.16,3.9
10,CARNES,CARNE DE POLLO O GALLINA,460 gms,153,12.33,4.1
11,CARNES,EMBUTIDOS,460 gms,61,12.72,1.69
12,LÁCTEOS,LECHE EN POLVO,460 gms,29,36.26,2.29
13,LÁCTEOS,LECHE LIQUIDA,1000 ml,251,11.7,2.94
14,LÁCTEOS,QUESO FRESCO O DURO,460 gms,31,23.32,1.57
15,LÁCTEOS,CREMA FRESCA,250 ml,45,9.93,1.79
16,HUEVOS,HUEVOS DE GALLINA,648 gms,132,13.07,2.66
17,GRASAS Y ACEITES,ACEITES COMESTIBLES,750 ml,125,12.87,2.15
18,FRUTAS,AGUACATES,460 gms,104,8.31,1.88
19,FRUTAS,BANANOS/GUINEOS,460 gms,262,2.41,1.37
20,FRUTAS,PLÁTANOS,460 gms,207,2.93,1.32
21,FRUTAS,PIÑAS,460 gms,186,2.56,1.04
22,FRUTAS,SANDIAS,460 gms,214,2.12,0.99
23,VERDURAS/ HORTALIZAS,TOMATE,460 gms,162,4.93,1.74
24,VERDURAS/ HORTALIZAS,GÜISQUIL,460 gms,409,2.36,2.1
25,VERDURAS/ HORTALIZAS,CEBOLLA BLANCA SIN TALLO,460 gms,94,4.89,1.0
26,VERDURAS/ HORTALIZAS,PAPAS,460 gms,144,3.54,1.11
27,VERDURAS/ HORTALIZAS,HIERBAS,460 gms,110,4.04,0.97
28,LEGUMINOSAS,FRIJÓL,460 gms,277,6.69,4.03
29,AZÚCAR,AZÚCAR,460 gms,409,3.16,2.81
30,MISCELÁNEA,INCAPARINA,460 gms,53,8.93,1.03
31,MISCELÁNEA,SAL,115 gms,45,0.39,0.15
32,MISCELÁNEA,SOPAS INSTANTÁNEAS EN VASO,230 gms,13,13.56,0.77
33,MISCELÁNEA,"CAFÉ EN GRANO, MOLIDO, INSTANTANEO",460 gms,42,42.85,3.91
34,MISCELÁNEA,AGUAS GASEOSAS,1000 ml,248,9.5,2.36
